UID,Description
263b9b7804fc4072b157fefc115d81f9,Christmas Island Special Wdls Orange 8 8
27bdfc0712664949a53077913fe3b98f,Christmas Island Special Pink 8 8
ec967ae7bb8f4d7e81287a89b28f1377,Tarpon Toad Purple 2 0 2 0
7de65b8c60754c7b834c0026dfc176ba,Tarpon Toad Purple 3 0 3 0
f350775f3ae745ada4d07022859b576e,Tarpon Toad Chartreuse 2 0 2 0
1f6d1f6920eb4364972c969685bc2124,Tarpon Toad Purple 1 0 1 0
6acea8d86b1c48cf9aaaf5de802abef0,Tarpon Toad Chartreuse 3 0 3 0
2016150ac5944d63b102f776a085e815,Tarpon Toad Chartreuse 1 0 1 0
73c31ce21bcc46c39be40609d9565fde,Tarpon Toad Small Chartreuse 2 0 2 0
9cc3d2ce9a7846cf879a135e242c207a,Tarpon Toad Small Purple 2 0 2 0
b8d15497f6ed47cba85718aa007e3ff1,Pats Rubber Legs Tan Brown 10 Cheapassflies
58e7f15ec5124c34a2ab2207aa11f6c3,Pats Rubber Legs Tan Brown 6 Cheapassflies
74ba78f7137f4b4199c962f94628659c,Gbff Skinny Dip Brown 16 Cheapassflies
e66efb78e7814493b10740e25e9e4d21,Gbff Skinny Dip Brown 12 Cheapassflies
1d2b75b761504e82a07e70fb105d2685,Sh Thorax Bead Hares Ear Swing Nymph 16 Cheapassflies
8240b237f82c40c4b1b01d11a8f1b774,Sh Thorax Bead Hares Ear Swing Nymph 14 Cheapassflies
55beeaf12bb44433b70368b5958e6ada,Hi Viz Golden Stone 12 Cheapassflies
62e8901b64e54efaaadf2c2bc300e946,Hi Viz Golden Stone 10 Cheapassflies
5b3441095faf4bdb8e429ff70fe6ac97,Gbff Rubber Legs Coffee Brown 10 Cheapassflies
cf25253aaf2948789e3ea662c973aea6,Gbff Rubber Legs Coffee Brown 8 Cheapassflies
f8fb4de2fd074b41ac8a2e56633e1884,Gbff Rubber Legs Coffee Brown 6 Cheapassflies
9b9877352a9e498f8fcac50beeb661f1,Mega Rl Pheasant Tail 10 Cheapassflies
14b6d05ab1794c6b9ba50a60a4e3aacf,Mega Rl Pheasant Tail 4 Cheapassflies
b0b65805278f412b90904945e8ccb2e6,Mega Rl Pheasant Tail Black 6 Cheapassflies
a3d1002c555a486c94ecd6e76aca0b45,Mega Rl Pheasant Tail Black 4 Cheapassflies
99de84b8cdb34a74b9cd19b0756945ac,Hi Viz Tan Foam Hopper 12 Cheapassflies
26032209be7842ec809e44191becb068,Hi Viz Tan Foam Hopper 10 Cheapassflies
9e85f7858b754233a34eeb4cb9578aca,Gbff Bh Pheasant Tail 16 Cheapassflies
7582391f9a4041d3ba6ea9c9aa732891,Gbff Bh Pheasant Tail 14 Cheapassflies
ff587e9f554348ffb456abe0391b9618,Gbff Copper John 18 Cheapassflies
1287d24da3544ca8a2f419e14aaf8c36,Gbff Copper John 16 Cheapassflies
89422da577974a8e8aea7bce0fd6a04b,Bh Rl Yellow Sally Nymph 12 Cheapassflies
425de18acc4e4d71a5386d4022973f63,Bh Rl Yellow Sally Nymph 10 Cheapassflies
de283a925a734609bf60939480ae6d3d,Gbff Pink Baetis Emerger 20 Cheapassflies
fbbcef1cb76f4f55873aefa026b4a8e5,Gbff Pink Baetis Emerger 16 Cheapassflies
59a088445b2742cca30c138b954f7265,Gbff Purple Psycho Prince 16 Cheapassflies
9c6fed2b0a5e4a479a532f649c2a02ae,Gbff Purple Psycho Prince 14 Cheapassflies
904c9c79baa24b819cd7d28749d58464,Gbff Purple Psycho Prince 12 Cheapassflies
87c83fa2ae9a4683b6ea7ce8f8ffb838,Gbff Green Baetis Emerger 20 Cheapassflies
87e305663d5a47b68534e338e8986884,Gbff Green Baetis Emerger 18 Cheapassflies
d4a4d1b5be5e409a89dae23618692650,Gbff Green Baetis Emerger 16 Cheapassflies
cb9eb9b007cd43598fa548fa1ac3c322,Bh Baetis Nymph Gray 18 Cheapassflies
ec4793f061364dd88a15b79c128fb183,Bh Baetis Nymph Gray 16 Cheapassflies
cbe7ad138a2745498a6e0991083a1deb,Gbff Psycho Prince Orange Uv 14 14 Cheapassflies
5adb82de6daa4c03a8f05cbaa24054f5,Calibaetis Nymph Bl 12 12 Cheapassflies
d3ce3091c9314b8ca1668058e0777cc5,Gbff Rubber Legs Black 6 6 Cheapassflies
d940cb323e9a46dcb53b18e1202e71d0,Crystal Dip Olive 16 16 Cheapassflies
30314182ee1740d8874a2576a0f418b9,Thorax Bead Holo Mayfly Emerger 16 16 Cheapassflies
b312f65cd7874e8ea98ab25392b0e773,Bwo Cdc Emerger Olive 18 18 Cheapassflies
ae8bf0dedb5a40b4b01412e32234b209,Thorax Bead Pt Mayfly Emerger 18 18 Cheapassflies
da9cb2453128418cae997a54a4d5ba04,Juans Midge Ice Emerger 18 18 Cheapassflies
e8ec8eb35e2a4ee083db62fed13cd54e,Imposter Red 18 18 Cheapassflies
da5699ef53cf4d03af0e3cd9fe27de75,Imposter Olive 18 18 Cheapassflies
bda917a7ea004666adc5e0aa4312f11d,Mfc Parachute Adams Calftail Wing 14 14 Cheapassflies
dfe8404cc1e643eb9a5cac74d5fa479b,Pats Rubber Legs Bk Br 14 14 Cheapassflies
e9f8b70e0ba247c69245923431cab05c,Gbff Elk Hair Caddis Tan 12 12 Cheapassflies
f297673aab434b0b9078610a2861c4ee,Gbff Elk Hair Caddis Olive 12 12 Cheapassflies
e27ed6617c4e401fb9f27f97c31b37ad,Knotty Pmx Stone Peacock 10 10 Cheapassflies
6ae2777340de4174bc0ed7e82ad27e18,Elk Hair Caddis Olive 14 14 Cheapassflies
ed2bf1f1c47c4582b4cc73f2d7f34cd3,Gbff Skinny Dip Crystal 16 16 Cheapassflies
856f6a4d3b2e44268e80ca5ce66b6503,Hi Viz Gorilla Hopper 8 8 Cheapassflies
f65dfa3d61ea4af58f3dc2d02d9f3888,Real Foam Hopper Tan 12 12 Cheapassflies
1b115d68f32242c5b9973797ea25421b,Jiggy Extended Body Pats Rubber Legs Black 8 8 Cheapassflies
8c43977b73fc40e8bece1a94f7e0bc4b,Translucent Sparkle Pupa Tan 16 16 Cheapassflies
37a7bf58c9d04ad381a78121638b2a51,Damsel Nymph 12 12 Cheapassflies
2924c9608f5a48f69432c9a36ff68638,Blega Baetis 18 18 Cheapassflies
d821ac8d84fa4d0d93ff86cc5926b891,Real Knotty Golden Stone Nymph 8 8 Cheapassflies
242b845cde934cf9b258f7db52293b93,Amber Wing Prince 16 16 Cheapassflies
1a40d05fa46f4386867c25f99ef8b404,Bh Zebra Midge Red White 18 18 Cheapassflies
4b1e226472e24b19ba11da78ca95a026,Tungsten Miracle Nymph 20 20 Cheapassflies
63f90274afbd43f8bdb98b32e138e5c4,Krystal Flash Root Beer Bugger 12 12 Cheapassflies
809c4c0545234624af72886a67f189ec,Schmidts Tbh Golden Hares Ear 12 12 Cheapassflies
53b07296c1074cb2bf0e89f250c57376,Thorax Bead Sh Cappis Pupa 14 14 Cheapassflies
e6c1f3946a5f4b5297a1380b800bd455,Wired Caddis Amber 16 16 Cheapassflies
830aeb77eb764a42a731a7d5d34b3305,Conehead Rl Schlappen Bugger Root Beer 6 6 Cheapassflies
b82403a5b2c44775ba2a22b5a464045e,Tungsten Trapper Nymph 14 14 Cheapassflies
2f346897296d42cc9d6c7d928ead886c,Soft Hackle Patriot 14 14 Cheapassflies
8efa2e2a653e46a1a952b89122d5c60d,Sol Soft Hackle Black Thorax Bead Orange 14 14 Cheapassflies
9dce96d474a84249b024ef158324924b,Bh Hares Ear 18 18 Cheapassflies
0a85de7c5dbb42eb960e7d40d3b8d911,Bh Real Golden Stone Nymph 8 8 Cheapassflies
b081aa3f45d0499189adbffdf32d5613,Thorax Bead Caddis Pupa Green 12 12 Cheapassflies
19afac76df7e4d1a9ab77fd730596546,Wooly Bugger Root Beer 12 12 Cheapassflies
fa59ba47b9844322a81258f04dafb3ad,Cheech Leech Tan Yellow 4 4 Cheapassflies
d11bb5fc9d5541d692cfc8006747e6e5,Ragged Golden Stone Nymph 6 6 Cheapassflies
ac3c785517874b1688d9f6b547df8442,Bh Sh Copper John 14 14 Cheapassflies
35f3105781fe43dc977485eaea6016ca,Shanafelts Jailbird Root Beer 18 18 Cheapassflies
bd28accd2a074e88903c856866907d8e,Poxyback Bwo Nymph 18 18 Cheapassflies
9b596653180e4b2ea1d679cdae8755d4,Blood Dot Egg Salmon 20 20 Cheapassflies
7fb530f047cc4d329821b6161f4a3355,Goodmans Golden Crowd Surfer Stone 10 10 Cheapassflies
477d5e3ba3a54ea0bb09fdd3d32ebaa2,Jujubee Midge Zebra 18 18 Cheapassflies
587806a31bcc4a249389ec234dc09906,Micro Mayfly Ruby 18 18 Cheapassflies
a809663e3765452ca0ee94e5bd03901f,Red Butt Rl Yellow Sally 10 10 Cheapassflies
7136d780eaff4dac8b7d0b4089816462,Cat Vomit Golden 8 8 Cheapassflies
912f7d6b45154eb8998254c593323180,Goodmans Salmon Crowd Surfer Stone 6 6 Cheapassflies
efb7ea9600d045d6986338a8af516fdb,Blood Dot Egg Peach 20 20 Cheapassflies
910d822eeff446149e99f8b49fc66225,Sh Thorax Bead Green 16 16 Cheapassflies
415dc47d0e044be6a97dc7efdc3e308d,Blood Dot Egg White 16 16 Cheapassflies
cf48d76d16b04cae8871463223a96b84,Jiggy Double Down Cdc Pt Flash 12 16 Cheapassflies
6bc8b285cbf04811b177e1e38d6f0016,Rios Trout Spey Assortment Rio
7c28062d23c342dda1b0895f5c5dd60d,Beadhead Schlappen Bugger Black 2 Cheapassflies
88c7283226094f25a1c0c662ef789ecf,Beadhead Schlappen Bugger Black 4 Cheapassflies
5c6267ccbade4f43a21d87c09d473e25,Tbh Uv Czech Nymph Tan 16 Cheapassflies
bbcd4235b7f04b0eb28d37fcdd441a1d,Tbh Uv Czech Nymph Tan 14 Cheapassflies
10c22695babe406195e4d1c62231720c,Tbh Uv Czech Nymph Tan 12 Cheapassflies
0bbe5fafd3f54619aad99f61b73716ab,Tb Case Caddis Czech Nymph 18 Cheapassflies
6167bc016e6a42fa8d6194ac5df3a804,In The Zone Stone Black 4 Cheapassflies
a2f600313b4c4b138ee3da34066c0a51,Bh Squirrel Nymph 14 Mrfc
1b078c101e2d45d0908e90e13ec77b63,Bh Squirrel Nymph 12 Mrfc
0c845aee8b974adb9e453f3664a86cdd,Bh Squirrel Nymph 16 Mrfc
6a1651b443124146ab16c1dcc9ab521c,Pavlovichs Yellowstoner Hopper Tan 12 Mrfc
f697fdff3e2344cb93d9a44812fe76f1,Pavlovichs Yellowstoner Hopper Tan 10 Mrfc
c85ec34ad41d4497bb335f9789a07d1f,Black Gypsy King 8 Mrfc
211c4a7c0e364278aadfc611e334a6e3,Black Gypsy King 10 Mrfc
2e790c859d7b4ffb80edfb4efab30b8c,Black Gypsy King 10 10 Mrfc
b98ce14667eb4da79a3827af031c6bbc,Goulds Half Down Skwalla 8 Cheapassflies
05f6cf8acc0f410a83033e6444761a0b,Sh Peacock 16 Mrfc
7a547850163f49cab00cb5298e3c619b,Sh Peacock 12 Mrfc
9437c546d8e54f508e2ff5f84eac25c9,Sh Peacock Mrfc
52c4968ee66e40f2afd9d5e387ce927a,Yuk Bug 6 Mrfc
4fd95744780745f2970eeab0501bf8de,Yuk Bug 8 Mrfc
3eee4bfbb4b04c5eaf436d9837e7c47a,Carey Bugger Black 8 8 Cheapassflies
bbb4d41ea3fe460996ce4239f5147c54,Pheasant Tail 16 Mrfc
a9a16f5d7fec40b4b22a4f75506d6623,2021 Umpqua Upg Rockies Trout Selection Umpqua
86eeca470a6d4749b493ddd960310bb1,Rio Trout Euro Nymph Assortment Mrfc
6a01a9aa351a4d10824ec91136d5d17b,Hegan Ant Black Red Rainys Flies
5cee26ae7a3f4b38bfe2741276a04d69,Grey Wing Chubby Uv Cinnamon Cheapassflies
7a7c4fba032641d190350cb9f857997b,Sol Pat S Rubber Legs Olive Brown 8
21379bb28cfe4727add9e1ecad6623c4,Sol Pat S Rubber Legs Olive Brown 6
ac094df34aaa490599f4c40bde5fa574,Nyman S Shop Vac 16
208ad27df6b542758912b73e33aedaf6,Dc Elk Hair Caddis Foam Body Olive 14 14
e6bd7ad385d8448fae6cdaacdde57c27,X Caddis Olive 16
eb8507c532304984bb11040908a70655,X Caddis Olive 14
50111cd6fcf84f4eb75d81b1c485e5cb,Mfc Galloup S Barred Mini Dungeon Grey 6 6
524f313035c646d68b38414bb46df4fc,Hill S Nympho Maniac Olive 14 14
47e579d7e81447969768b627d34af27d,Rickard S Callibaetis Nymph Olive Peacock 14 14
9a254272bb914f5f965488dcd60214ff,Serendipity Olive 16 16
f1da0ee68ed5455da836cf4ec4e30417,Scud Pink 18
c93499b5e2f847a79153265bafab7285,Scud Pink 16
0d9ce2e0a26840ffbdf246ccbbb8e2a6,Ray Charles Gray 14 14
7962d2f553ce45da8f85fbfb4c108356,Mfc Girdle Bug Black 4 4
589b8af675654696862f27faad0a5122,Mfc Galloup S Wooly Sculpin Black 4 4
d0d373c6b1414a9c8717afac35d78eb5,Adams Parachute Barbless 19
b8dd3e932f6d41b5be208ef8f58c2878,Adams Parachute Barbless 17
ba6975cf5a6549dda6c8c03f78d2b5e0,Adams Thorax 16 16
0549f4d55b08495bb7604064322024cc,Fish Skull Bugger Olive 4 4
225f44f4b9e84f679223e55a9a65a9cb,Wooly Bugger Grizzly 6 6
46412821deca4669b069d04b943b59fd,Kaufmann Foamulator Orange 8 8
50cfb4ef8e05406c8a96f14fa2e00af3,Morrish Shrimp Cocktail Pink 6 6
7071d5d9e47a4c409f769873fdf827ac,Zwing Caddis Emerger Copper Bd Green 14 14
da403ca1ab55487aa50d9c6474ded693,Allen S Holla Back Girl Olive 16 16
ab17f49cb25740f4835c41522a14234c,Jujubee Midge Flash Zebra 20 20
02abb212b3874f308c533a0049561154,Pat S Rubber Legs Rust Dark Olive 10
ccd350b4e2734403bb257c3c06439419,Davie S Evil Weevil Ice 16 16
afcded85ade14cecae9fd3d396827c6a,Brillion S Lucent Prince Jig Orange 14 14
f9f516cc7fa74cda904570228c9f806c,Jake S Blackout Stone Golden 10 10
ac3a0becc6cb4c2881efe9ef7452fce5,Ska Opper 4 4
41409afcc95941f483ec56a0da401dc7,Silvey S Tube Snake Orange 4 4
cf2977f65e054230969810da052ef991,Duece Wigelo Blue 6 6
be6594b902fe4715a3ac479c37dbb73e,Guide Intruder Black Purple 4 4
af5a436364e74d92b274727555967159,Berrett S Salmonfly Barred Leg 8 8
88ff1fda948e4c77a47277c2881bbb60,Puff Ball Hopper Yellow 6 6
8072a45bdc364324983f30139cd23724,Foam Case Pmd Emerger 20
1564e608ab874340ba58d1e3d4ba9ced,Foam Case Pmd Emerger 18
34145811677646eea35d7b0ccf5f0f95,Bh Squirrel Nymph 16 16
96888c58f0d144a88e47e82d86d52330,Sparkle Pupa Olive 16
3aab68d10d2f4d279bee6e152a58d638,Cdc Green Drake 8 8
271c1b0bca0840879f245f346712db22,Mosquito 14
0f16663d14b54ea898839f370783456d,Mosquito 18
f978f537cc914a65ac93fbe49312bda9,Mosquito 16
5d9261635b2e42328acfc77382b5c54b,Great Grey Caddis 18
bc056f7827bd43fb82341dd7742787d8,Great Grey Caddis 16
559f4b9eeaf94434a9ebc86e74c3b4c6,Bh Green Drake Nymph 16 16
8e70dcff259540c6b60ae277c97bf302,Mosquito 12
dd050db4e59b4c7f98c0e24f340b9b9e,Pavlovich S Yellowstoner Hopper Tan 10 10
9f75717a34aa4f80baf4613f5943b002,Conehead Egg Sucking Leech 4 4
72c019cf369447f9a24e2e7c3cdc4026,Gold Bh Cdc Copper John Red 16 16
2a57355c34c94841963c66d06687509c,Dave S Hopper Black 8
d3a905fb2fe4485d8c4a60e942eed030,Dave S Hopper Black 12
ae0d26ab0352422db20e46502092bf34,Dave S Hopper Black 10
1a1bc92e07154290ab65a6633443d718,Cfo Hi Viz Winged Flamer Brown 8 8
5ac3ad95534f43868824ef7ef3c6f3dd,Hi Viz Cinnamon Ant 10 10
6f4b6e6b3e304f62860cbefdf6e9c68d,True Salmonfly 6 6
4f4213d9b69a40188ea96d3d93fdfd75,Knotty Girl Black 4 4
a7e561d1db6844b1a3bc2d2f2a684753,Bh Byotch Creek 6
25289163f2154b4ebbd483c4c33912db,Bh Byotch Creek 8
b8544709d6dc4d9bbc75d864660ca44d,Bh Byotch Creek 4
2deabf3729124399a113f1f629ae9fd6,Bh Byotch Creek 2
392bbf4ba00f497db2d8b35312aed235,Girdle Bug Pat S Rubber Legs 10
fc9c3ba853cc4c16933bbd5fef021a4e,Girdle Bug Pat S Rubber Legs 12
54366327944044a7b1d97c12f74da148,Flying Ant Sulphur 16 16
4048884dbbde4909adb83abaf1751d71,Yeager S Tantrum 8
825e4ed9e35341d284263321e3e7112d,Bullethead Salmonfly Orange 4 4
f3235947a3e845768735dac94bfbb492,Swisher S Pmx Stone 10 Peacock
93a54bafa3f9449f94d317655ac837e5,Swisher S Pmx Stone 10 Royal
c241794518694d60b40f8aa4505e21e2,Bow River Bugger 4 4
7cb33821707e4ffdb8f7345210bcfb99,Tarpon Toad Tan Orange 2 0 2 0 Cheapassflies
9fad2b7ead594ce480fe315bbe2e2ea4,Parachute Madam X 6 Mrfc
8bff00072c8d429f97483b13ded166b9,Zonker Copper 6 6 Cheapassflies
78a72a83dd4d4393acb724e08decd67a,Cff Black Beauty 18 18
5fccf9dcf57246feab0ef9331864448f,Spent Part Spruce Moth Cream 12 12
137d6c78f7e14cfeabd68c9d5a38a2f1,Juicy Hopper Gold 10 10
4fb06b2468b24ad6affbd9f6f62b90e5,Tightline Caddis Brown 14 14
e5e643c980b94da886c44bfb0b160c58,Elk Hair Spruce Moth Cream 12 12
4a6b0f7feaf24acdbb928b3baff219ff,Tilt Wing Dun Pmd 16 16
599c9872231448868fa9916b161336f0,Cdc Caddis Olive 16 16
e0123dba96174feaae6d9cecf057994e,Anty Raid Glass Blk Red 16 16
46ae555639a64394b47ce17bd66c1e3b,Tilt Wing Dun Bwo 18 18
2ade84833b58414493769c796784b544,Tilt Wing Dun Mahogany 16 16
e3f4a9252c254371b9fdc495070f5e33,Parachute Flying Ant Rust 14 14
22b596c8e00b47ecadd832de4e907699,Tilt Wing Dun Callibaetis 16 16
63c493ca815041a0b9dda5eb4941d3fa,Gold Bh 2 8 French Dip Pink 16 16
44ecfbd7fa984608b4153ea1c3aa6289,Gold Bh 2 8 French Dip Purple 14 14
ea589e2240fa499084144e96e92a07fa,Cdc Caddis Tan 16 16
6887ed1b96464dbc9d1fc21fc32e82c0,Meat Sweats Black 8 8
2e51b64a04494bc68483151c168dd3e1,Meat Sweats White 8 8
b14b1ea67aad41cea570d8a258da60fb,Meat Sweats Olive 4 4
f66da4d843074a02af6f2a11f316f4bc,Gold Bh 2 8 French Dip Shrimp 16 16
12370227f47947549a6a15c760a55030,Tbh Buttercup Olive 8 8
18a1c294ffdd4f7c81cc292e2e2c5148,Black Bh 3 3 He Man Natural 14 14
d782f13955304dd1bf213fcc9d530809,Bead Off Bt Green 14 14
1644e044e67a42f8a9527e68f6402a5a,Caddy Shack Olive 14 14
20d045220a144a5b9cc9f7cf73039b58,2021 Rio Bloodworm Red 08 8
d89d6d9870654c68b3303d3c8ceea5bf,May It Be Baetis 18 18
ee7ae2d633fe4caeadd1eb1d747356ab,Tung Tied Black 16 16
a52f1d4720de41af9e6fdc7fa3d66c7d,Bead Off Tan 14 14
c0a1dd822804498880b9150d7f180200,French Nymph Black Red 16 16
93db593cd6c54b279c45ea915a7ef973,2021 Rio May It Be Pheasant Tail 16 16
ca60f7e41027403da97b2d68caec805d,Tbh Scud Muffin Pink 14 14
744382f90d8348da8b61a4741890db31,Tbhh Scud Muffin Gray 14 14
b2818466a962493f89077e5651fe3fb4,Girdle Bug Pat S Rubber Legs 6
ab15fa91d5c54721a382f945e9883424,Cff Bh Crystal Schlappen Bugger Olive 6
d47470d9c94849b08a284a492ce4f390,Cff Bh Crystal Schlappen Bugger Olive 4
734923532b8441d3ae4564c7f71b4835,Cff Petes Bugger 8
ed907f3754b8449b8a8712b0f593d029,Cff Petes Bugger 4
3e1f5fd3a9eb467cacf6554f48811c21,Cff Bh Pheasant Tail 14
e053cadcaa274fb8b588f746cd5e8a73,Sol Skinny Dip Silver 16
4787f3e401294dd5a8310585c99c499d,Sol Skinny Dip Silver 14
c38718480809491492b94faf8c00147c,Cff Bh Pheasant Tail 16
4965d3bc9cef447e81dbe99d217ffbc8,Cff Elk Hair Caddis Olive 18
bd1377ad877a4c599bd8b34d84e5073a,Cff Elk Hair Caddis Olive 16
d0f1c130ca0b4c2f954768a089a02d6a,Hi Viz Cinnamon Ant 14
f164b8fd7113481abb63b2f0bbb0608d,Hi Viz Cinnamon Ant 12
d73d1f939ba54fbabfa184a4a2728cd7,Tb Case Caddis Czech Nymph 14
18a32dd612ed46fca16c917b81d2ccda,Tb Case Caddis Czech Nymph 10
27aca45bb0bf45d0b9f533a80f8d4199,Delektable Halo 14
a2ce47176150452cbb827bb95c52c63a,Hi Viz Rogue Foam Stone Black 8
fef9f8e9a3df4495be5f3e52f21cb3e3,Hi Viz Rogue Foam Stone Black 6
69e9f281b6ce4d389211bcff71156a51,Goulds Half Down Skwalla 12
234eab2dae9e45f0ab5f6f749c8b2257,Goulds Half Down Skwalla 10
738c41e72eaf4f12981ecf1ee1c86af6,Rogue Foam Golden Stone 10
0e78c32f6a564ed7855f92a47621fe6b,Rogue Foam Golden Stone 8
eb6e935bb19e44b287cefa0eafa093b6,Parachute Madam X Olive 12
7eb8e600aa3342dca1b526bb5def4006,Parachute Madam X Olive 10
961b65632cc243f8b89ab2b4659e6704,Cff Chubby Chernobyl Golden 12
f571bdf85cac4dcca1195acb00077941,Cff Chubby Chernobyl Golden 10
d6b04a85733346f7b6991b9fc646cf7b,Cff Chubby Chernobyl Black Purple 16
4906d34178024d729ed96eeccfad433c,Cff Chubby Chernobyl Black Purple 14
fb2200af6b7f4721a1b4b381790174dd,Cff Chubby Chernobyl 4R Golden 14
11592c36eaba4383b2e5a63ee30af338,Cff Chubby Chernobyl 4R Golden 12
bb6c21fd3c98444eae58114034561553,Cff Chubby Chernobyl 4R Golden 10
47b9b1131d984894bf77d819bc2f84b6,Cff Chubby Chernobyl Uv Tan 16
0eefe2f34cf64a8aac91d550ff463958,Cff Chubby Chernobyl Uv Tan 14
922a01dafb3d47d8b1f6c012441eec83,Cff Chubby Chernobyl Uv Tan 12
d8f285ec1a2a41a3b4f000b3ef1bd556,Cff Chubby Chernobyl Golden Brown 16
3ecf1f29ed9f468ba2479c4f70e7662e,Cff Chubby Chernobyl Golden Brown 14
e7bfe3cb77d74bedb99726a81cd9f1e6,Jiggy Cdc Pt Flashback Tcb 14 14
5f5170b1bf904aaea216c8142f8bd709,Pats Rubber Legs Olive Rust 6 6
4bfd5f96f41f40c38852e2cd08266f7e,Donkey Kong Hopper Pink 12
cd7f16dfade0492f81a53bcc702ebd3a,Donkey Kong Hopper Pink 10
66bd2e41dc2343dd9582e7f1c25412af,Cubby Chernobyl Red Black 8 8
9a34b391d05d44cabeb49a8cd019432a,Goddard Caddis 12
78aa0a597b014760aa39f6431648d8fe,Tubby Tan 8
98757dde653e47cf8bf0f280c58b2629,Tubby Tan 10
9a45d41b28414a58a1c28860aea9e749,Terranasty Orange 8
8d61d9c56c7145088e5366e36443d957,Terranasty Orange 6
52e30992528542aa917b950507f26906,Micro Chubby Royal 16
5225e43d0c3c430b9c368e2b0620cfc5,Micro Chubby Royal 14
05b21a3f98894fb38215b386cb78693b,Triple Decker Hopper 12
5cdd25d4f35a466988498048cb3c3757,Triple Decker Hopper 10
b982a8b0c59c4a298fd198909cf35201,Caramel Jig 16 16
c5d6d1c38b2a45588dc439d135f6d435,Jig San Juan Worm Tan 10 3 8Mm 10
52c836184b18421a89b33c5846dd6dd8,Tgbh Big Spanker War 14 14
421247d42a1142b283ce69ea23a554ce,Atomic Mayfly Tan 16 16
ff32d130e448466b905a9e278bebe6b4,Jig San Juan Worm Red 14 14
45bce9918d4344b5b1499a4fd73ef26d,Jig San Juan Worm Wine 14 14
5af7ee5cb9a6470c9b60950ce2aa7efb,Jig Wonky Worm Red 10 10
975c69c1e5cf40d1a75f3195437addb2,Tbh Jig Blue Diamond Perdigon 16 16
1bd378c156fb40d4b4bd15adad8ff2e1,Alternative Rocker Pmd 16 16
32830c3b24404a7f8932f56606c6bd05,Kellers Matte Demon May Olive 14 14
4ede0d6cd07f4b63826227573c03b3a7,Hodek T Jig Bh Euro Trash Cream 14 14
b1e531c2e64c42a882a8025c5f159fc1,Ts 0351 Pmd 16 16
5facc75e482344fe8766ef11682d5200,Rio Tung Tied Pmd 16 16
4824e0164ea442b1932abd6795aae2fe,Kellers Matte Demon May Brown 14 14
fee10a0fafa34388b2a09cd5d073f140,Tbh Jig Sh Pheasant Tail 14 Orange 14
922f8b6ebb6d403181829c43600b38da,Hot Butt Cdc Caddis Emerger 14 14
e5c8744c987c40e7b879b1520f9e52b4,Masons Rusty Low Rise Nymph Tng 14 14
20bfc0ae977d416bbece32b44dae9913,Masons Olive Low Rise Nymph Tng 14 14
14fe1f2c49644cf7ae0ed84cf38e0df9,Bead Crystal Bugger Brown 10
a9df77b78dc04687ae62433403a1a984,Bead Crystal Bugger Brown 8
def896f78330488ea1eb1c9703c88915,Fly Formerly Known As Prince Carbon Fiber 14 14
128d376f82c74271b7478fcb874efaa1,Tbh Hares Ear Natural 18 18
a246b3227fab4f30a22950171b085b3c,Dolly Lama Blue Black 6 6
2285503a1b974886b70fb837321980ad,Bh Schlappen Bugger Brown 6 6
cdb4f5c757104562bdc8a4abdbc9bdee,Kruegers Zombie Snack Olive Yellow 2 2
e67052667f0c4387b2c9d59fa0a297db,Bh Midnight Bugger 6 6
0602e9b99d6a4a128030d0c8535e9bd8,Mrfc Bugger Peacock 12
33fa8ea1117f46f08664bf17ae29ae97,Mrfc Bugger Peacock 10
9ac7951ef40742b1b664bc65e82258cc,Galloups Sump Root Beer 4 4
e12f911e64954f639d0c74af90f76678,Dc Daves Hopper Natural 10 10
240c100e3a5e4efdb9bedafa22621a81,Kb Hop Zone Yellow 10 10
f7c71ad00813416da75fba46ccd50ce9,Fish Flash Minnow Rainbow 6
25c8556a409e40aab5c1ca05ab7af9a0,Fish Flash Minnow Rainbow 2
ead0d5b5a6074e7999c4202a60c02f06,Cone Rabbit Leech Black Purple 4 4
88d79166dfa04652a74e937cb9ce89cd,More Or Less Hopper Tan 12 12
88a23163a17f44eb9fa111c48151cc55,Flying Ant Cinnamon 14 14
b528e3585e3349d4b31500f8179955b4,Donkey Kong Hopper Tan 10 10
38b15228849b47e79d9b49854ea8a34f,Sweetgrass Hopper 10 10
6875203a8a084eb68456a04e2a088c6c,Cinnamon Flying Ant 14 14
17235bc7379c4260bedee1fe8dfd90fc,Tubby Gold 6 6
f403c8fd92be4c418ffcaf027e133410,Gypsy King Royal 10 10
a8357e7bc3c4491aa0d3a9a2665916b8,Chubby Chernobyl Salmonfly Grey Wing 8 8
63243c31c1794101b0a025912db243f9,Slatterlys Od Stimulator Muddy Golden 0 10
b3b44c1d9b2d48bb851b2984f870b0e6,Fluttering Sweater Stone Purple Passion 14 14
01a5ab5d2f004d9b897a5847c9e7e191,Blooms Barely Kickin Golden Stone 10 10
24fa3c75d5ba420a8b9d83a1c40eea16,Micro Chubby Peanut 12 12
b5e78a0aece84353aee96e16a2a2abb7,Plan B 8 8
05cabb5a170b4f369ab620c22e22dd36,Royal Wulff Lime 16
4aaea2fb0bca4e3ebb6dad5462078f86,Royal Wulff Lime 14
7f8455659f624c42844f2743b60edb1d,Micro Chubby Tan 16 16
c97ef7b1d0a64534a4ea2e1e3d689359,Stimulator Orange 8 8
